發生時間,發生地點,postcode,死亡受傷人數,車種,經度,緯度
108年11月21日 19時45分00秒,臺北市信義區基隆路1段前0.0公尺,110,死亡0;受傷2,大型重型2(250-550C.C.)-機車;普通重型-機車,121.56148,25.035944
108年11月21日 19時46分00秒,臺北市大安區通化街81號前0.0公尺,106,死亡0;受傷1,行人-人;普通重型-機車,121.55430700000001,25.029981
108年11月21日 19時58分00秒,臺北市北投區公館路 / 臺北市北投區崇仁路1段,112,死亡0;受傷1,計程車-小客車;普通重型-機車,121.50294699999999,25.122641
108年11月21日 20時00分00秒,臺北市內湖區文德路 / 臺北市內湖區文德路,114,死亡0;受傷2,普通重型-機車;行人-人,121.583809,25.077169
108年11月21日 20時07分00秒,臺北市大安區敦化南路1段212號前0.0公尺,106,死亡0;受傷1,自用-小客車;自用-小客車,121.54860500000001,25.041332
108年11月21日 20時10分00秒,臺北市大安區延吉街 / 臺北市大安區市民大道4段,106,死亡0;受傷1,計程車-小客車;行人-人,121.55381100000001,25.044351000000002
108年11月21日 20時10分00秒,臺北市北投區公館路 / 臺北市北投區崇仁路1段,112,死亡0;受傷1,租賃車-小客車;普通重型-機車,121.502959,25.122684
108年11月21日 20時14分00秒,臺北市大安區延吉街 / 臺北市大安區延吉街,106,死亡0;受傷1,自用-小客車;普通重型-機車,121.55568500000001,25.035421
108年11月21日 20時39分00秒,臺北市中正區林森南路 / 臺北市中正區信義路1段,100,死亡0;受傷1,計程車-小客車;行人-人,121.521133,25.03698
108年11月21日 20時41分00秒,臺北市中正區羅斯福路3段254號前0.0公尺,100,死亡0;受傷2,計程車-小客車;普通重型-機車;自用-小客車;普通重型-機車,121.53155,25.017253
108年11月21日 21時00分00秒,臺北市文山區和平東路4段95號前0.0公尺,116,死亡0;受傷1,普通重型-機車;普通重型-機車,121.56798500000001,25.005
108年11月21日 21時09分00秒,臺北市中山區民權東路2段126號前0.0公尺,104,死亡0;受傷2,普通重型-機車;租賃車-小客車;租賃車-小客車;普通重型-機車,121.532448,25.0624
108年11月21日 21時15分00秒,臺北市中山區建國北路1段 / 臺北市中山區南京東路3段,104,死亡0;受傷1,普通重型-機車;自用-小客車,121.537051,25.051849
108年11月21日 21時20分00秒,臺北市南港區南港路3段102號前0.0公尺,115,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,121.59057299999999,25.053682000000002
108年11月21日 22時00分00秒,臺北市中山區林森北路 / 臺北市中山區中山北路1段,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.525218,25.049152
108年11月21日 22時00分00秒,臺北市中山區南京東路2段前0.0公尺,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.52851299999999,25.052139999999998
108年11月21日 22時10分00秒,臺北市大安區市民大道4段66號前0.0公尺,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.546999,25.044960999999997
108年11月21日 22時10分00秒,臺北市內湖區康寧路3段 / 臺北市內湖區康寧路3段,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.61008100000001,25.071323
108年11月21日 22時16分00秒,臺北市大同區忠孝橋前0.0公尺,103,死亡0;受傷2,普通重型-機車;普通重型-機車,121.50618700000001,25.049077
108年11月21日 22時20分00秒,臺北市中山區中山北路3段 / 臺北市中山區農安街,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.522153,25.06492
108年11月21日 22時30分00秒,臺北市中山區民權東路2段107號前0.0公尺,104,死亡0;受傷1,普通重型-機車,121.532836,25.062622
108年11月21日 22時40分00秒,臺北市中山區民生東路1段 / 臺北市中山區林森北路,104,死亡0;受傷1,自用-小客車;行人-人,121.525601,25.058053
108年11月22日 00時08分00秒,臺北市大安區行人穿越道,106,死亡0;受傷1,計程車-小客車;行人-人,121.543676,25.041485
108年11月22日 00時37分00秒,臺北市大同區寧夏路80號前0.0公尺,103,死亡0;受傷1,普通重型-機車;行人-人,121.51512199999999,25.058423
108年11月22日 02時20分00秒,臺北市北投區大業路 / 臺北市北投區中和街,112,死亡0;受傷2,普通重型-機車;租賃車-小客車;乘客-人,121.503694,25.137209
108年11月22日 03時13分00秒,臺北市大同區鄭州路 / 臺北市大同區西寧北路,103,死亡0;受傷1,普通重型-機車;計程車-小客車,121.508222,25.050601999999998
108年11月22日 04時25分00秒,臺北市士林區延平北路6段 / 臺北市士林區延平北路6段,111,死亡0;受傷2,普通重型-機車;行人-人,121.50621799999999,25.08948
108年11月22日 05時01分00秒,臺北市北投區立農街2段265號前0.0公尺,112,死亡0;受傷1,普通重型-機車,121.51456999999999,25.118845
108年11月22日 05時30分00秒,臺北市大同區南京西路64巷前0.0公尺,103,死亡0;受傷1,自用-小客車;行人-人,121.518768,25.052535
108年11月22日 06時05分00秒,臺北市萬華區西寧南路 / 臺北市萬華區成都路,108,死亡0;受傷1,行人-人;計程車-小客車,121.505946,25.042703
108年11月22日 06時40分00秒,臺北市內湖區康樂街 / 臺北市內湖區康樂街,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.619504,25.069574
108年11月22日 06時40分00秒,臺北市信義區信義路5段 / 臺北市信義區松智路,110,死亡0;受傷1,自用-小客車;電動自行車-慢車,121.565344,25.032939000000002
108年11月22日 06時45分00秒,臺北市信義區松仁路前0.0公尺,110,死亡0;受傷1,動力機械-其他車;普通重型-機車;自用-曳引車,121.56906000000001,25.025468
108年11月22日 06時58分00秒,臺北市內湖區堤外便道前0.0公尺,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.61743700000001,25.06575
108年11月22日 07時50分00秒,臺北市北投區明德路 / 臺北市北投區無名巷,112,死亡0;受傷2,普通重型-機車;乘客-人,121.51828700000002,25.117046
108年11月22日 08時16分00秒,臺北市內湖區民權東路6段138號前0.0公尺,114,死亡0;受傷1,普通重型-機車;自用-小客車,121.58861,25.068979000000002
108年11月22日 08時20分00秒,臺北市內湖區洲子街68號前0.0公尺,114,死亡0;受傷2,普通重型-機車;行人-人,121.57209499999999,25.079623
108年11月22日 08時24分00秒,臺北市大安區市民大道3段 / 臺北市大安區建國南路1段,106,死亡0;受傷1,普通重型-機車,121.53637900000001,25.044656
108年11月22日 08時26分00秒,臺北市文山區萬隆街 / 臺北市文山區萬隆街,116,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.536353,25.000035
108年11月22日 08時47分00秒,臺北市北投區東華街2段352號前0.0公尺,112,死亡0;受傷1,計程車-小客車;普通重型-機車,121.505334,25.121239000000003
108年11月22日 08時50分00秒,臺北市文山區萬芳路 / 臺北市文山區萬芳路,116,死亡0;受傷1,普通重型-機車;普通重型-機車,121.570975,24.995231
108年11月22日 08時56分00秒,臺北市南港區南港路3段 / 臺北市南港區松河街,115,死亡0;受傷1,大型重型2(250-550C.C.)-機車;普通重型-機車,121.589041,25.055232
108年11月22日 09時16分00秒,臺北市中正區林森南路 / 臺北市中正區濟南路1段,100,死亡0;受傷1,普通重型-機車,121.522672,25.042441
108年11月22日 09時16分00秒,臺北市松山區人行道,105,死亡0;受傷1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),121.565281,25.051304000000002
108年11月22日 09時40分00秒,臺北市松山區復興北路 / 臺北市松山區民生東路3段,105,死亡0;受傷2,普通重型-機車;普通重型-機車,121.54424499999999,25.0577
108年11月22日 09時45分00秒,臺北市中正區汀州路2段 / 臺北市中正區重慶南路3段,100,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.51626599999999,25.025723
108年11月22日 09時49分00秒,臺北市士林區劍潭路 / 臺北市士林區後港街,111,死亡0;受傷1,普通重型-機車;普通重型-機車,121.522793,25.084088
108年11月22日 09時50分00秒,臺北市南港區往內湖,115,死亡0;受傷1,自用-小客車,121.615349,25.063281
108年11月22日 10時13分00秒,臺北市信義區行人穿越道,110,死亡0;受傷1,行人-人;普通重型-機車,121.55558500000001,25.021581
108年11月22日 10時50分00秒,臺北市中山區南京東路2段 / 臺北市中山區新生北路2段,104,死亡0;受傷1,計程車-小客車;普通重型-機車,121.527752,25.052141
108年11月22日 11時47分00秒,臺北市大安區市民大道4段前0.0公尺,106,死亡0;受傷1,自用-小客車;普通重型-機車,121.54866200000001,25.04472
108年11月22日 12時08分00秒,臺北市北投區光明路178號前0.0公尺,112,死亡0;受傷1,普通重型-機車;自用-小客車,121.503262,25.135724
108年11月22日 12時15分00秒,臺北市松山區八德路3段 / 臺北市松山區八德路3段,105,死亡0;受傷1,普通重型-機車;計程車-小客車,121.555058,25.048085999999998
108年11月22日 12時26分00秒,臺北市北投區其他,112,死亡0;受傷1,普通重型-機車;行人-人,121.518084,25.110349
108年11月22日 12時29分00秒,臺北市大同區承德橋前0.0公尺,103,死亡0;受傷1,普通重型-機車;計程車-小客車,121.517719,25.077787
108年11月22日 12時29分00秒,臺北市松山區南京東路5段182號前0.0公尺,105,死亡0;受傷1,普通重型-機車;計程車-小客車,121.563566,25.051378
108年11月22日 12時33分00秒,臺北市文山區木柵路4段 / 臺北市文山區萬芳路,116,死亡0;受傷1,普通輕型-機車;普通重型-機車;乘客-人,121.571748,24.994864
108年11月22日 12時35分00秒,臺北市松山區民權大橋前0.0公尺,105,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.56658600000002,25.063451999999998
108年11月22日 12時47分00秒,臺北市中山區市民大道3段 / 臺北市中山區新生北路1段,104,死亡0;受傷1,大型重型1(550C.C.以上)-機車;自用-小客車;自用-小貨車(含客、貨兩用),121.52883500000002,25.046632000000002
108年11月22日 12時54分00秒,臺北市信義區松高路20巷前0.0公尺,110,死亡0;受傷1,普通重型-機車;計程車-小客車,121.567576,25.036445
108年11月22日 13時23分00秒,臺北市北投區大業路 / 臺北市北投區育仁路,112,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.50105500000001,25.137027
108年11月22日 13時37分00秒,臺北市大同區鄭州路 / 臺北市大同區西寧北路,103,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.50828899999999,25.050566
108年11月22日 13時41分00秒,臺北市中山區濱江街101號前0.0公尺,104,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,121.53517,25.073220000000003
108年11月22日 14時10分00秒,臺北市萬華區成都路73號前0.0公尺,108,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.505523,25.042857
108年11月22日 14時10分00秒,臺北市信義區忠孝東路5段 / 臺北市信義區基隆路1段,110,死亡0;受傷1,租賃車-小客車;普通重型-機車;普通重型-機車,121.564706,25.041276999999997
108年11月22日 14時35分00秒,臺北市大安區辛亥路3段前0.0公尺,106,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.55334099999999,25.01409
108年11月22日 14時49分00秒,臺北市信義區虎林街 / 臺北市信義區松山路,110,死亡0;受傷1,普通重型-機車;普通重型-機車,121.57823799999998,25.035571
108年11月22日 15時07分00秒,臺北市大同區萬全街 / 臺北市大同區民生西路,103,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.51671100000002,25.058017
108年11月22日 15時11分00秒,臺北市大同區西寧北路 / 臺北市大同區南京西路,103,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人;普通重型-機車,121.508729,25.053373999999998
108年11月22日 15時24分00秒,臺北市中山區吉林路24號前0.0公尺,104,死亡0;受傷1,普通重型-機車;計程車-小客車;計程車-小客車,121.53005900000001,25.051274
108年11月22日 15時30分00秒,臺北市大安區大安路2段130號前0.0公尺,106,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.54603600000002,25.029939000000002
108年11月22日 15時39分00秒,臺北市信義區松隆路 / 臺北市信義區基隆路1段,110,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.565927,25.04334
108年11月22日 16時00分00秒,臺北市松山區民權東路3段118號前0.0公尺,105,死亡0;受傷2,普通重型-機車;普通重型-機車;計程車-小客車,121.545601,25.062020999999998
108年11月22日 16時14分00秒,臺北市信義區吳興街571號前0.0公尺,110,死亡0;受傷1,自用-小客車;普通輕型-機車;自用-小客車,121.569377,25.022493
108年11月22日 16時15分00秒,臺北市中正區中華路1段 / 臺北市中正區衡陽路,100,死亡0;受傷1,自用-小客車;普通輕型-機車,121.508326,25.042171
108年11月22日 16時30分00秒,臺北市文山區木新路3段 / 臺北市文山區木新路3段,116,死亡0;受傷1,計程車-小客車;普通重型-機車,121.562152,24.981253
108年11月22日 16時42分00秒,臺北市信義區永吉路493號前0.0公尺,110,死亡0;受傷1,普通重型-機車;計程車-小客車,121.579373,25.04544
108年11月22日 16時45分00秒,臺北市中山區民權東路2段 / 臺北市中山區中原街,104,死亡0;受傷1,普通重型-機車;自用-小客車,121.52886299999999,25.062484
108年11月22日 17時36分00秒,臺北市信義區基隆路2段 / 臺北市信義區吳興街,110,死亡0;受傷1,普通重型-機車;普通重型-機車,121.559531,25.030576
108年11月22日 17時41分00秒,臺北市中山區林森北路 / 臺北市中山區錦州街,104,死亡0;受傷1,普通重型-機車;普通重型-機車,121.52561000000001,25.060313
108年11月22日 17時59分00秒,臺北市信義區環東大道下基隆路匝道前0.0公尺,110,死亡0;受傷1,大型重型2(250-550C.C.)-機車;自用-小客車,121.56736799999999,25.046145000000003
108年11月22日 18時13分00秒,臺北市萬華區西藏路 / 臺北市萬華區雙園街,108,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.49516899999999,25.028844
108年11月22日 18時14分00秒,臺北市中山區民族東路 / 臺北市中山區林森北路,104,死亡0;受傷2,普通重型-機車;普通重型-機車,121.52573600000001,25.068353
108年11月22日 18時14分00秒,臺北市中正區南昌路1段59巷6號前0.0公尺,100,死亡0;受傷1,行人-人,121.517551,25.031253
